,keyword,pos,weight
8532,迷彩,a,0.00013510223092509652
8572,精明,a,0.00013467414880869493
8600,顽固,a,0.0001341833503937526
8625,鲜艳,a,0.00013376360833921357
8691,极佳,a,0.00013276301322334054
8708,倒霉,a,0.0001324815467697383
8751,充沛,a,0.00013191292813380747
8758,宏大,a,0.00013182724203887193
8763,不通,a,0.0001317159008572426
8785,光滑,a,0.0001313845630727802
8833,平庸,a,0.0001303961684627127
8881,落差,a,0.00012962295355204378
8907,不规则,a,0.0001291997449752839
8919,疏松,a,0.0001289539515898586
8932,近似,a,0.0001287010547161464
8949,奇妙,a,0.00012836335515078952
8981,悲痛,a,0.00012791378018096262
8995,自私,a,0.0001277518039461939
9000,残忍,a,0.00012760125299787043
9047,心慌,a,0.00012706681292823732
9051,疲倦,a,0.00012697968674631148
9113,较弱,a,0.00012586879558259336
9114,简易,a,0.00012585967895552966
9135,失效,a,0.00012550026285966002
9160,幸好,a,0.00012508906007932186
9184,虚弱,a,0.00012474844335319386
9223,深切,a,0.0001241375189542914
9244,繁琐,a,0.00012379265568786195
9253,顺畅,a,0.00012369265379898772
9261,重重,a,0.00012357057132854007
9299,不懈,a,0.00012312545173708
9326,稳妥,a,0.00012261332098472587
9337,不朽,a,0.00012251523296820892
9338,血腥,a,0.000122493442942399
9360,清迈,a,0.0001223219350153402
9362,清淡,a,0.00012231196720496358
9410,特大,a,0.00012184119028112835
9413,繁多,a,0.00012176154760923265
9421,僵硬,a,0.0001215774744426474
9430,奢望,a,0.00012142292087487354
9448,悬殊,a,0.00012084338735820681
9505,优厚,a,0.00012009098060304943
9512,精湛,a,0.00012002344583802257
9529,紧俏,a,0.00011979244817144158
9546,内疚,a,0.00011953066281231976
9568,不慎,a,0.00011939988759053072
9576,凶猛,a,0.00011930267770794725
9613,庄严,a,0.00011866673819964325
9625,惊险,a,0.00011849982887523458
9752,厚重,a,0.00011686934912913231
9754,艰巨,a,0.00011686812931639045
9898,典雅,a,0.00011488433141179827
9908,简陋,a,0.00011481365686229423
9916,富贵,a,0.00011475815197123089
9927,刁难,a,0.00011461671692053325
9976,虚荣,a,0.00011409705851172352
9990,诚恳,a,0.00011394013977573773
10015,腐烂,a,0.00011363320615077843
10032,鲜活,a,0.0001134340585768359
10061,极强,a,0.00011295702505623936
10074,急躁,a,0.00011284138408680263
10081,沉稳,a,0.00011272269765781767
10109,苦闷,a,0.00011223987409521187
10115,简要,a,0.00011214603697926975
10176,古怪,a,0.00011155221914575961
10183,被困,a,0.00011138204753145316
10228,宽大,a,0.00011074953901411408
10240,吃苦,a,0.00011059435158296134
10244,强弱,a,0.00011053675132672832
10272,荒谬,a,0.00011014213511654648
10278,怪异,a,0.00011006993012727254
10298,精细,a,0.0001098246915153681
10307,辽阔,a,0.00010970155725791074
10319,平平,a,0.00010952188557074306
10337,暧昧,a,0.00010928062878738618
10371,长效,a,0.00010903409452025744
10383,节俭,a,0.00010892690986409881
10411,痛快,a,0.00010866955416911149
10412,糊涂,a,0.00010866855023823929
10442,纯净,a,0.00010839547001495241
10453,狭隘,a,0.00010823738229347132
10472,宽广,a,0.00010797292444923621
10528,干旱,a,0.00010713971514084657
10551,健美,a,0.00010698391914460392
10552,先烈,a,0.00010698383993460302
10558,发胖,a,0.0001069372850102525
10565,委婉,a,0.00010684365422226066
10603,较小,a,0.00010647764765943608
10644,强壮,a,0.00010613906498961282
10715,腐朽,a,0.00010550855620081459
10795,贪婪,a,0.00010469990989986903
10801,焦急,a,0.00010461503043308986
10820,慷慨,a,0.00010451567879122475
10832,真切,a,0.00010437665787931017
10898,心切,a,0.00010367117781143234
10912,舒缓,a,0.00010352670741642192
10947,惊醒,a,0.00010325429748198619
10959,单单,a,0.00010313527868129425
10976,清凉,a,0.00010281894713698586
10987,无耻,a,0.00010268174336436852
10990,丰盛,a,0.00010266716093932118
10997,风靡,a,0.00010260454311423335
11004,简本,a,0.00010258961706258441
11062,不景气,a,0.00010205295921675695
11073,清澈,a,0.00010191713225481401
11075,沉寂,a,0.00010188680699420912
11125,最易,a,0.00010128361606629285
11184,宏伟,a,0.00010081553422592327
11265,浓烈,a,9.998167075672061e-05
11287,别扭,a,9.969567281841108e-05
11291,特困,a,9.968948721178917e-05
11296,最差,a,9.963429042749384e-05
11318,粗暴,a,9.941726704941334e-05
11342,不由,a,9.916957051376294e-05
11364,清明,a,9.898629809710529e-05
11366,害羞,a,9.894700221505751e-05
11368,潮湿,a,9.892899461499007e-05
11370,奇异,a,9.88942961680075e-05
11387,浓重,a,9.877369621428328e-05
11391,极富,a,9.871777369396675e-05
11404,重达,a,9.868660026972124e-05
11419,偏僻,a,9.864219036609186e-05
11478,细细,a,9.801714067163112e-05
11522,贫富,a,9.754690443110997e-05
11557,爽约,a,9.725803630418456e-05
11558,最爱,a,9.723789829038308e-05
11600,逍遥,a,9.668851998874494e-05
11618,绚丽,a,9.657172732581463e-05
11629,镇静,a,9.643300868444199e-05
11652,气馁,a,9.627275805443565e-05
11711,可乐,a,9.586335217690854e-05
11735,不爽,a,9.562678109748481e-05
11789,高高,a,9.513969915398853e-05
11803,单薄,a,9.495011647978144e-05
11815,庄重,a,9.481855693495124e-05
11832,邪恶,a,9.468463015663427e-05
11862,急促,a,9.443057633466288e-05
11899,疏远,a,9.403270739670116e-05
11911,惨痛,a,9.389370496655096e-05
11918,狂妄,a,9.383145912790275e-05
11927,松动,a,9.374626110592447e-05
11956,松懈,a,9.350733684952722e-05
11986,悲惨,a,9.342562996026956e-05
12019,不高,a,9.312823941918693e-05
12066,真伪,a,9.271203369503772e-05
12102,心疼,a,9.240612233921054e-05
12118,不妥,a,9.225511468388457e-05
12131,猖獗,a,9.215793849842862e-05
12150,固体,a,9.198824376407124e-05
12169,甜美,a,9.185850697830303e-05
12187,迟钝,a,9.175654092737098e-05
12200,显赫,a,9.158027504765199e-05
12202,愚昧,a,9.157912213877914e-05
12235,纯真,a,9.129646298859877e-05
12238,坚硬,a,9.129580780975528e-05
12248,固守,a,9.115123551084217e-05
12289,出奇,a,9.084852493163014e-05
12308,漫漫,a,9.067611221260925e-05
12318,难易,a,9.06043118064611e-05
12348,睿智,a,9.04335868369253e-05
12378,严寒,a,9.013763073149505e-05
12389,景致,a,9.002725228185567e-05
12406,简便,a,8.989748165910284e-05
12471,疲乏,a,8.925168347419695e-05
12502,宽裕,a,8.89944734024132e-05
12519,坎坷,a,8.892579805225458e-05
12569,沉闷,a,8.831802439432742e-05
12596,爱富,a,8.82985370834348e-05
12605,朦胧,a,8.821503830584817e-05
12615,艳后,a,8.811362863570274e-05
12632,宽敞,a,8.798553776049249e-05
12641,宽泛,a,8.789366690959536e-05
12735,平坦,a,8.714018646813973e-05
12737,妥当,a,8.711171851014855e-05
12760,坚韧,a,8.697139720241324e-05
12783,通畅,a,8.679424431024808e-05
12802,深沉,a,8.65990381427272e-05
12813,微弱,a,8.649555978312596e-05
12824,可贵,a,8.640250722398484e-05
12831,吝啬,a,8.635932716882842e-05
12867,丰满,a,8.60981295712288e-05
12897,新宠,a,8.585778842972746e-05
12941,调适,a,8.568354811628515e-05
12985,痛楚,a,8.537626408000311e-05
13010,不耐烦,a,8.516514335591148e-05
13068,重伤,a,8.465429805656239e-05
13094,幽雅,a,8.445847067243055e-05
13109,迥异,a,8.436655731901076e-05
13113,雄伟,a,8.432312964170044e-05
13150,繁杂,a,8.403275646081232e-05
13196,悲壮,a,8.368799379026567e-05
13199,宽阔,a,8.36600640661825e-05
13219,凶狠,a,8.343875572644321e-05
13237,郑重,a,8.334069772649927e-05
13281,可锐,a,8.310450549029157e-05
13335,轻重,a,8.278020162146874e-05
13352,侥幸,a,8.268505099205544e-05
13415,淳朴,a,8.227408151465556e-05
13432,暴躁,a,8.214667706303191e-05
13449,羞涩,a,8.207357782947822e-05
13459,肤浅,a,8.197532972965528e-05
13522,阴暗,a,8.142159003923948e-05
13539,勤劳,a,8.12966025112143e-05
13567,壮丽,a,8.09840368968414e-05
13624,威严,a,8.05631027653814e-05
13628,柔弱,a,8.054851238869925e-05
13720,美满,a,8.012726704820335e-05
13774,紧贴,a,7.967876138018814e-05
13778,沉思,a,7.966560265104314e-05
13818,淡薄,a,7.937552678646988e-05
13819,豁达,a,7.937552678646988e-05
13861,孤单,a,7.904515382422629e-05
13916,隐秘,a,7.881253861633174e-05
13937,可悲,a,7.866943490184914e-05
13966,强健,a,7.850330729740874e-05
13996,朴实,a,7.827831218462263e-05
14037,犀利,a,7.794624608479927e-05
14106,娴熟,a,7.778967430442395e-05
14128,凄凉,a,7.765944015260452e-05
14141,壮阔,a,7.754970958481479e-05
14222,最难,a,7.699986348129406e-05
14264,激怒,a,7.679828208202384e-05
14276,响亮,a,7.666258559756964e-05
14282,胆小,a,7.663483889599374e-05
14283,惊艳,a,7.662524807503185e-05
14286,诚挚,a,7.660976348815223e-05
14287,愧疚,a,7.660976348815223e-05
14302,偏重,a,7.646600272328743e-05
14309,富足,a,7.641708510328852e-05
14325,混沌,a,7.631689587304333e-05
14331,贪大,a,7.628458704653712e-05
14379,较慢,a,7.602496892013961e-05
14392,圣洁,a,7.594662852333698e-05
14404,荒废,a,7.583443875731845e-05
14468,离奇,a,7.536808826709964e-05
14508,孤僻,a,7.526883577349671e-05
14524,虚实,a,7.522034179639218e-05
14559,清爽,a,7.498625306754045e-05
14563,冷热,a,7.494558182297761e-05
14612,古朴,a,7.46323384847818e-05
14661,最重,a,7.435839281029296e-05
14663,年满,a,7.434370600879243e-05
14678,单靠,a,7.41894193053809e-05
14692,深邃,a,7.407561074270013e-05
14711,丑恶,a,7.394900269583519e-05
14796,狡猾,a,7.338729559902947e-05
14831,暴富,a,7.311676728740932e-05
14841,干涩,a,7.307275888583576e-05
14860,虔诚,a,7.300927601402569e-05
14874,焦躁,a,7.292369714117417e-05
14957,窘迫,a,7.266366200343191e-05
14966,渺茫,a,7.261793990939921e-05
14973,微薄,a,7.256555368674796e-05
14978,苦涩,a,7.254088977008741e-05
15017,肥大,a,7.235407391121227e-05
15049,倦怠,a,7.218790096772926e-05
15065,危急,a,7.211010458519604e-05
15098,耐受,a,7.189946652202314e-05
15103,明晰,a,7.184018099382807e-05
15149,不顺,a,7.16483842277589e-05
15181,恶搞,a,7.140295676357095e-05
15238,热切,a,7.108345177171622e-05
15285,有心,a,7.074774331643738e-05
15294,纯利,a,7.070708815086054e-05
15295,秀丽,a,7.068871325330617e-05
15300,拘谨,a,7.06764301536125e-05
15305,嘈杂,a,7.064393020848001e-05
15307,稀少,a,7.062500736971384e-05
15318,新贵,a,7.054282556190804e-05
15333,很重,a,7.045395811024378e-05
15336,严酷,a,7.045001933460142e-05
15344,惋惜,a,7.040287689610062e-05
15351,精巧,a,7.033903746720973e-05
15353,精妙,a,7.032556123226288e-05
15412,有好,a,7.011942650743352e-05
15458,冷酷,a,6.995175930687113e-05
15464,很低,a,6.991207538960883e-05
15595,爽快,a,6.911845387382146e-05
15718,新锐,a,6.842621433954246e-05
15742,友好合作,a,6.832762689483847e-05
15756,消瘦,a,6.827470545397826e-05
15765,愤慨,a,6.817263857803505e-05
15838,含糊,a,6.77543977599494e-05
15856,清白,a,6.763506907620255e-05
15868,憋气,a,6.755111546254826e-05
15941,很远,a,6.735358017507116e-05
15949,干练,a,6.731387285262588e-05
16043,丑陋,a,6.677728388891291e-05
16077,软弱,a,6.670939565769645e-05
16081,倔强,a,6.663777700197751e-05
16248,基建,a,6.591153571185143e-05
16287,凌乱,a,6.571062852762307e-05
16308,突显,a,6.554489896955881e-05
16310,柔和,a,6.552988134480026e-05
16329,最远,a,6.539073785627221e-05
16340,平定,a,6.534966214311519e-05
16389,憔悴,a,6.510802536488727e-05
16401,低沉,a,6.500325130132464e-05
16419,清热,a,6.492741618285128e-05
16498,贴切,a,6.481138249774127e-05
16502,浅薄,a,6.475889113326589e-05
16569,圆滑,a,6.43329814254038e-05
16607,鲜美,a,6.412398262327158e-05
16627,光靠,a,6.401843520446656e-05
16673,卑微,a,6.3801178256505e-05
16683,勇猛,a,6.373107249389402e-05
16705,绝密,a,6.359096383936553e-05
