,keyword,pos,weight
759,上涨,v,0.001420574325473204
761,失败,v,0.001418861869985204
766,授权,v,0.0014090840679710167
767,不得,v,0.00140796135900907
777,操作,v,0.0013893905279791414
779,看看,v,0.0013880858029795204
782,做法,v,0.0013813176363179575
784,成长,v,0.0013743832448788113
785,想法,v,0.0013725215023499943
786,把握,v,0.0013612163579943067
790,留下,v,0.0013483554388998868
794,位于,v,0.0013420493671343619
797,为主,v,0.0013375938160253785
799,查询,v,0.0013348833061187578
800,预防,v,0.0013343855577479015
801,回到,v,0.0013342902168384482
802,判断,v,0.0013342389169742276
803,推动,v,0.0013332541965946217
804,生存,v,0.0013328879308592955
805,承认,v,0.001332599070702557
814,显得,v,0.0013215790629419733
821,组成,v,0.0013150406752028396
822,熟悉,v,0.0013134500405112927
823,对抗,v,0.0013125249059747297
824,不用,v,0.0013118970961329998
831,担任,v,0.0013044809591469717
832,确保,v,0.0013036999198078713
834,防守,v,0.0013032762946989305
845,变得,v,0.0012913382200270113
850,计算,v,0.0012891521199872875
856,协调,v,0.0012865846552769977
858,注重,v,0.001284923218637169
860,恢复,v,0.001282642158451599
862,拿到,v,0.001279002622128126
864,修改,v,0.0012779286004593082
869,满意,v,0.0012686776556964081
870,注册,v,0.0012655721113615057
871,拒绝,v,0.001263557022274539
876,看法,v,0.001258804630397298
880,访谈,v,0.0012554547220090888
882,翻译,v,0.0012548569857758366
884,写作,v,0.001250712039682491
888,延伸,v,0.001248301129086
889,休息,v,0.0012463334517542938
890,出席,v,0.0012459479374295973
895,表演,v,0.0012408189032257974
896,放在,v,0.0012383679373468995
898,接待,v,0.0012367681829986371
901,称为,v,0.0012334457410371972
903,模拟,v,0.0012308758953432004
904,登记,v,0.0012302302804739283
907,推广,v,0.0012290917604580872
910,提到,v,0.0012263198823036076
912,睡眠,v,0.0012252317147183253
915,低于,v,0.001218461192197809
916,转移,v,0.0012174608961331712
917,休闲,v,0.0012166645623908042
918,应届,v,0.0012160112446517272
920,有利于,v,0.0012154178158251317
923,有没有,v,0.0012115862911462893
930,鼓励,v,0.0012071170579596618
935,死亡,v,0.0012053240658461885
943,赢得,v,0.0011953096134491757
947,转让,v,0.0011855902248186887
952,欢迎,v,0.0011788445617793954
956,防御,v,0.0011724237786156627
958,引发,v,0.0011704733775582776
960,允许,v,0.0011675428877862893
961,接近,v,0.001167312614270852
962,拿下,v,0.0011671915791402984
969,感染,v,0.0011581157457385626
976,设立,v,0.0011528020833674578
979,加大,v,0.001147982893080125
980,足够,v,0.001146419763932951
982,配合,v,0.0011457883745012644
984,自信,v,0.0011449032223898464
986,出版,v,0.0011440037786991143
991,出台,v,0.0011345456442430394
993,应对,v,0.0011310550909282768
997,上班,v,0.001128179744241458
1007,整合,v,0.0011164520035607983
1009,不想,v,0.0011103993963566103
1011,结婚,v,0.0011080235288657022
1012,利害,v,0.0011080099043352782
1013,估计,v,0.00110667870900945
1015,改善,v,0.0011052843499632676
1018,是从,v,0.0011021235388202215
1024,发出,v,0.001099197636884207
1027,想到,v,0.0010976812691101611
1030,观察,v,0.0010942533535554825
1033,加班,v,0.0010863011121446686
1037,招办,v,0.0010825687908826572
1038,选拔,v,0.0010771343919927592
1039,防治,v,0.0010769787206503245
1040,直到,v,0.0010768434584571144
1043,放松,v,0.001074429347124373
1051,深入,v,0.0010703830514104645
1055,批评,v,0.0010691677190500669
1058,积累,v,0.0010675807087231273
1059,签署,v,0.0010661793491400027
1063,刺激,v,0.0010610243444662698
1070,想要,v,0.0010569842704772324
1075,简称,v,0.0010485432741021874
1079,能否,v,0.0010439710020899464
1080,不了,v,0.0010428135692046481
1083,出发,v,0.0010384152041662026
1086,收到,v,0.0010360491058219385
1090,破坏,v,0.0010340468584880903
1094,邀请,v,0.0010291157445174268
1096,据说,v,0.0010284704389132077
1107,怀疑,v,0.001020015093238873
1108,提示,v,0.0010192490867234841
1110,兼职,v,0.0010175874814970594
1111,失误,v,0.0010174861494573577
1112,加快,v,0.001017388847801537
1114,建造,v,0.0010150637840768792
1120,依靠,v,0.0010117581761241127
1122,防止,v,0.001010651543398266
1123,改造,v,0.0010104830342218827
1124,转变,v,0.0010101291799801489
1125,收取,v,0.0010098878723387933
1126,来讲,v,0.001009826890847669
1128,遭到,v,0.0010095126089625114
1133,引进,v,0.0010066005889159317
1145,走向,v,0.0009989081948771688
1146,维持,v,0.0009983980527533463
1149,侦察,v,0.000997544645730056
1150,争取,v,0.000996034717866908
1153,考察,v,0.0009928624294441584
1158,排名,v,0.000991466641069483
1159,记载,v,0.0009890683339155678
1161,接到,v,0.0009836732009421234
1165,取消,v,0.000983039481776328
1166,流行,v,0.0009823265584151357
1169,引导,v,0.0009804299141855258
1174,探索,v,0.0009762997388531982
1176,提交,v,0.0009757840827393738
1177,知名,v,0.0009755074270121571
1178,含有,v,0.0009750226845751553
1183,上网,v,0.0009703462703192121
1184,淘汰,v,0.0009701942718013669
1185,到达,v,0.0009701004772186887
1187,认可,v,0.0009690040856213224
1189,组合,v,0.0009672421335442731
1191,获悉,v,0.0009666092382441356
1192,跳投,v,0.0009653946015889353
1196,已有,v,0.0009632660505008678
1199,分为,v,0.0009578589852375605
1200,会计,v,0.0009573992451197746
1206,听到,v,0.0009537927510712927
1218,过于,v,0.000945681209096423
1220,上看,v,0.0009453137499520666
1221,击败,v,0.0009451627186595618
1225,开出,v,0.0009415280139168648
1230,构成,v,0.0009354871644400731
1234,打造,v,0.0009332861759203335
1235,强化,v,0.0009331524772447853
1242,预算,v,0.0009253303149809363
1247,合并,v,0.0009172379210860711
1248,锻炼,v,0.000917059121456938
1251,投诉,v,0.0009159842592121515
1252,起到,v,0.0009147625556088486
1256,手续,v,0.0009103182511105473
1264,好像,v,0.0009053915642623561
1266,反复,v,0.0009026893251335627
1269,占据,v,0.0009014482229140104
1273,缺少,v,0.0008989232738216586
1278,付出,v,0.0008947746584121747
1279,开通,v,0.0008942857596356242
1284,指定,v,0.0008908825314210699
1285,停止,v,0.0008900751138004084
1286,打算,v,0.0008887933582354373
1287,回来,v,0.0008887263372976303
1288,改进,v,0.0008887261540312856
1291,在职,v,0.0008862443015144558
1294,打破,v,0.0008838461303171657
1308,欣赏,v,0.0008723649856504039
1310,参考,v,0.0008717360473819943
1311,谈到,v,0.0008712040913445004
1314,有望,v,0.0008700754515241706
1326,确认,v,0.0008607026662617429
1329,认同,v,0.0008593478266005847
1333,视为,v,0.0008568640172396977
1335,对待,v,0.0008562192669524149
1337,寻求,v,0.0008552124029607208
1346,访问,v,0.0008491019205286718
1347,获取,v,0.0008490843617045683
1348,运行,v,0.0008488442228562516
1349,负担,v,0.0008459741720059324
1350,签订,v,0.0008449263453079387
1351,损害,v,0.0008446615651737558
1352,出色,v,0.0008439348176418203
1356,共有,v,0.0008426931794526456
1357,吃饭,v,0.0008413534812911949
1361,控股,v,0.0008380127738314952
1365,发放,v,0.0008371314092722957
1366,分享,v,0.0008365483247469724
1367,吸收,v,0.0008355105462483569
1374,夺冠,v,0.0008337804309317223
1380,减肥,v,0.0008314391819347111
1382,不知,v,0.0008309069520349551
1383,命中,v,0.0008307265891045303
1384,倾向,v,0.000830000123991805
1387,打开,v,0.0008275913365117892
1388,回忆,v,0.0008265726342186741
1392,诊断,v,0.0008239227390279477
1396,期待,v,0.0008220276524180653
1397,记得,v,0.0008215869687995341
1399,审计,v,0.0008212939424385311
1401,等待,v,0.0008209640376050096
1402,保留,v,0.0008205079392151755
1403,可见,v,0.0008202363650421016
1405,陷入,v,0.0008185096471435203
1411,审核,v,0.0008146146619823881
1413,受伤,v,0.0008112974333912234
1426,高于,v,0.0008019025741899097
1431,相反,v,0.0007991000415164238
1433,携带,v,0.0007983214312939017
1435,传销,v,0.000798086479608196
1436,加速,v,0.0007970297119609512
1443,说话,v,0.0007938159793726592
1452,练习,v,0.0007876377375398929
1456,拓展,v,0.0007873425510992901
1459,辞职,v,0.0007847535266067846
1461,提案,v,0.0007843997901080601
1463,坐在,v,0.0007833772835872404
1464,纳入,v,0.0007830211030007337
1465,排除,v,0.0007823825324883393
1468,赚钱,v,0.0007808353166823374
1472,出于,v,0.0007792076504510488
1474,拦截,v,0.0007783770578908889
1475,见到,v,0.0007782917417068015
1477,予以,v,0.000776907533227177
1479,期望,v,0.0007754065696980626
1482,出去,v,0.0007711349876374431
1484,履行,v,0.0007697384801961606
1485,染发,v,0.0007693975328508793
1486,自考,v,0.0007684575230298195
1493,复牌,v,0.0007661196599886255
1495,组建,v,0.0007651219644065969
1500,发言,v,0.0007640816355089782
1503,懂得,v,0.0007630354715122747
1508,争夺,v,0.0007605265626762579
1513,试图,v,0.0007591604795023972
1519,实战,v,0.0007558192321960189
1527,可谓,v,0.0007524024161024367
1530,刊登,v,0.000750679994930218
1531,未能,v,0.0007496877793518044
1539,围绕,v,0.0007478311671111541
1543,善于,v,0.0007466160433173715
1546,拍摄,v,0.0007460409662465191
1553,相当于,v,0.0007405271175846609
1564,消除,v,0.0007360236656444733
1565,出生,v,0.0007350982380749037
1568,打出,v,0.0007349253104957063
1569,点击,v,0.000734818617295849
1572,持股,v,0.0007330999795912863
1574,达成,v,0.0007320742760757991
1575,扩张,v,0.0007319823251927249
1579,截至,v,0.0007302689836286675
1580,回报,v,0.0007297936548219973
1583,登录,v,0.0007288256881890183
1584,不妨,v,0.0007287381981827162
1589,体检,v,0.000726614202231674
1591,用来,v,0.0007257893579000454
1592,增值,v,0.000725657611066648
1593,考前,v,0.0007256254643691409
1596,照顾,v,0.0007236739318570576
1601,看着,v,0.0007227367024084917
1603,治理,v,0.0007215494133885621
1604,死刑,v,0.0007214113913631068
1606,度假,v,0.0007198961547015916
1609,促销,v,0.0007186027708936103
1610,缓解,v,0.0007183842774767509
1616,描述,v,0.0007164764431042079
1617,看出,v,0.0007160649868509479
1621,抓住,v,0.0007153655420001451
1624,树立,v,0.0007137290338342323
1636,新增,v,0.0007106373597230642
1639,观看,v,0.0007096170609532764
1641,牺牲,v,0.0007089274740340292
1642,下属,v,0.0007087277135000308
1643,警察,v,0.0007070575493451679
1644,成交,v,0.0007066122785213384
1647,安装,v,0.0007061738547028732
1649,增多,v,0.0007053830272982993
1650,填写,v,0.0007051103128662813
1652,有助于,v,0.000703636328688891
1654,反思,v,0.0007023016931740821
1656,验证,v,0.0007020408268739772
1657,支撑,v,0.0007018676539523308
1658,感谢,v,0.0007014829583260512
1663,听说,v,0.0006993973285196614
1665,介入,v,0.0006992745385818389
1670,登陆,v,0.0006977070066100324
1676,评选,v,0.0006961305596922036
1682,否定,v,0.0006930406873067043
1684,剩下,v,0.0006920745869935553
1685,出国,v,0.000691986734252083
1687,兴奋,v,0.0006902502589658701
1688,列入,v,0.0006890195148084915
1690,走出,v,0.0006883099865848938
1692,不行,v,0.0006880496377142601
1695,涨停,v,0.0006872613433393776
1696,怀孕,v,0.0006868061890427395
1699,建成,v,0.0006851048903066538
1700,算是,v,0.0006850776276945416
1705,处罚,v,0.0006841465635955737
1706,质疑,v,0.000683904473498484
1709,庆祝,v,0.0006821009367468959
1717,超出,v,0.0006803493312197348
1718,得知,v,0.0006795659143770114
1721,创意,v,0.0006779293455009709
1723,看好,v,0.0006773682715036742
1727,愿望,v,0.0006757222236380847
1738,禁止,v,0.0006724415320126665
1740,承受,v,0.000671092634222643
1741,就算,v,0.0006707477263768134
1742,提问,v,0.0006702316449107602
1743,抱怨,v,0.0006696867870853855
1745,减轻,v,0.0006693513017145722
1747,判决,v,0.0006691285778779545
1749,签证,v,0.0006682269828406365
1755,拿出,v,0.0006652566583566251
1757,渴望,v,0.0006647883905841085
1760,走进,v,0.0006639122146208425
1766,爆发,v,0.0006625380778773073
1769,交往,v,0.0006606788890663182
1772,居住,v,0.0006602188557086124
1774,服从,v,0.0006598346473501995
1775,违反,v,0.0006594441412060902
1783,录用,v,0.0006568746217116503
1786,摘要,v,0.0006563982693997876
1788,交给,v,0.0006560756881824403
1793,打工,v,0.000655207429060075
1794,适用,v,0.0006550904939297599
1796,忽视,v,0.0006541808859892563
1799,询问,v,0.0006522189907317992
1800,变更,v,0.0006501958757025058
1801,指责,v,0.0006495122829681221
1802,移植,v,0.0006492851157127747
1804,生意,v,0.00064777115556226
1806,构建,v,0.0006472486473347713
1807,害怕,v,0.0006472387448559774
1811,缺陷,v,0.0006460582035844294
1812,得以,v,0.0006457331010239653
1813,包含,v,0.0006457114489689614
1815,争论,v,0.0006451288431480137
1817,反击,v,0.0006450679512968648
1822,保存,v,0.0006438982341974153
1829,主持,v,0.0006426185139922677
1833,收集,v,0.0006409676603424391
1835,看见,v,0.000639630630032553
1837,夺得,v,0.0006393624097850159
1838,忘记,v,0.0006392770463047689
1839,反恐,v,0.000638576872443382
1840,累计,v,0.0006385606607998095
1842,协助,v,0.0006382465044060626
1843,恋爱,v,0.0006382464674336054
1844,接收,v,0.0006372479311866518
1845,支出,v,0.0006370154350738638
1847,可惜,v,0.0006363389863519549
1850,相结合,v,0.0006348036420726045
1859,无限,v,0.0006322896749145771
1860,对比,v,0.0006322480000494213
1864,认定,v,0.0006308697845858629
1865,便是,v,0.0006305648509866571
1871,加以,v,0.0006280033823301496
1875,激励,v,0.0006272888760612182
1876,感动,v,0.000625957496770062
1878,分布,v,0.000625712033514729
1882,困扰,v,0.0006251751168886494
1885,包装,v,0.0006243246341045487
1888,修订,v,0.0006232496258064364
1902,依赖,v,0.0006187802066620148
1909,警惕,v,0.0006177638805499307
1911,穿着,v,0.0006165105683965597
1912,展览,v,0.0006161286090501471
1924,指示,v,0.0006111050947810677
1930,呈现,v,0.0006078750785465661
1931,转增,v,0.0006077976895219268
1932,开心,v,0.0006077266990637571
1934,首飞,v,0.0006066665054602324
1936,演出,v,0.0006061209220564246
1937,鉴定,v,0.0006058583848143636
1940,到位,v,0.0006052528187388315
1942,带有,v,0.0006047513602075915
1943,爆炸,v,0.0006046714752767347
1947,放疗,v,0.0006040949579131883
1956,展现,v,0.0006005712777170407
1957,欲望,v,0.0006000221908931302
1958,赔偿,v,0.0005998522834803338
1962,担保,v,0.0005983521806036837
1963,签约,v,0.0005977415792597372
1964,自杀,v,0.0005975477410079484
1968,处在,v,0.0005958463604217523
1970,原有,v,0.0005957468150922616
1972,赞成,v,0.0005955046591656367
1978,搭配,v,0.0005940002122828681
1979,等于,v,0.000593958462404979
1982,下调,v,0.000593302667018368
1983,呼吁,v,0.0005931665568983751
1986,配备,v,0.0005923670383456677
1990,带领,v,0.0005921186993272392
1992,共享,v,0.0005910404128071191
1997,防卫,v,0.0005907403974840174
1999,决心,v,0.0005902905651325676
2004,复试,v,0.0005895225858217559
2005,足以,v,0.0005891752234724613
2007,贿赂,v,0.0005885122549979417
2013,截止,v,0.00058697838086326
2014,看待,v,0.000586902043254955
2017,使命,v,0.0005866264644653856
2018,当作,v,0.000586295350578871
2019,等到,v,0.0005861647791911078
2023,演讲,v,0.0005857276185906565
2025,起飞,v,0.0005853436853736006
2027,理财,v,0.0005848220720211107
2041,覆盖,v,0.0005807402369441947
2047,拍卖,v,0.0005788246405943729
2049,募集,v,0.0005784948015917029
2052,备考,v,0.0005777997113243821
2053,审批,v,0.0005776447708271727
2055,赌博,v,0.0005772928568164681
2058,走上,v,0.00057625801239874
2062,分泌,v,0.000575854860127996
2063,得出,v,0.0005755433254929896
2066,垄断,v,0.000574196652942638
2072,超越,v,0.0005724441414961231
2073,开支,v,0.0005721669870078559
2074,感冒,v,0.0005719536274472218
2079,毫无,v,0.000570989046908948
2080,通道,v,0.000570922809801048
2081,连接,v,0.0005704844292043093
2082,并购,v,0.0005697572413857603
2083,留学,v,0.0005695741369724964
2084,列为,v,0.0005694829193417203
2085,退役,v,0.0005676941012008982
2091,为准,v,0.0005664897755949628
2093,睡觉,v,0.0005652719989576325
2096,收获,v,0.0005637105656256648
2097,增发,v,0.0005634784826455623
2099,盗版,v,0.0005626243543694299
2103,出境游,v,0.0005612319614607526
2104,发病,v,0.0005611423810828104
2108,留在,v,0.0005601675286150522
2110,批判,v,0.0005596385580938207
2114,外出,v,0.0005584941087083837
2119,探讨,v,0.000557277396153105
2123,正如,v,0.0005561374813864879
2124,被叫,v,0.0005560015567762575
2126,下滑,v,0.0005555261856227083
2127,退出,v,0.0005555109950737008
2129,呼吸,v,0.0005551869134886215
2133,配置,v,0.0005544257028603747
2135,应有,v,0.000553431839514454
2139,发起,v,0.0005522992075275863
2142,名为,v,0.000550896070435423
2148,下跌,v,0.000548746374011139
2151,推演,v,0.0005480713955698394
2156,杀手,v,0.000547111770603295
2163,乘坐,v,0.0005462170129797094
2164,传真,v,0.0005459050404290513
2166,约定,v,0.0005454026222857616
2167,否认,v,0.0005452725463329271
2170,看重,v,0.0005448810959693553
2171,派出,v,0.0005447692125890916
2177,转化,v,0.0005430556304477838
2179,丧失,v,0.0005423108589210781
2180,选举,v,0.0005420318103247017
2182,崛起,v,0.0005418347007005932
2184,青睐,v,0.0005414859821918805
2186,延长,v,0.000541398544051708
2188,摆脱,v,0.0005411190602540237
2190,碰到,v,0.0005407243390331006
2194,记住,v,0.0005403315181364122
2195,叫做,v,0.0005401676858496057
2196,开设,v,0.0005399903359280607
2202,弥补,v,0.0005376222110488998
2204,象征,v,0.0005374553070129502
2205,结算,v,0.0005369619839088726
2206,导演,v,0.0005369437620668759
2211,做事,v,0.0005363301946492961
2212,袭击,v,0.0005361901274032313
2214,点评,v,0.0005359394194147075
2217,迎来,v,0.0005348430915275681
2220,宣称,v,0.00053441451577089
2222,下列,v,0.00053404717169007
2224,高出,v,0.000533961067088164
2226,取代,v,0.0005329120273505818
2230,有意,v,0.0005324520170812537
2234,借助,v,0.0005315261276172531
2235,身高,v,0.000531284732717548
2236,带动,v,0.0005308539897936619
2246,超市,v,0.0005282374829636926
2250,看起来,v,0.0005268791855434495
2252,改为,v,0.0005264185299294611
2253,富有,v,0.000526379317069449
2254,干扰,v,0.0005262505687432871
2258,更换,v,0.0005254438191461572
2267,颁发,v,0.0005239954108454097
2271,抑制,v,0.0005237460252624709
2273,喜爱,v,0.0005236300829905822
2283,维修,v,0.0005208324592232784
2284,诞生,v,0.0005205640652685862
2287,下载,v,0.000520220607781521
2290,原始,v,0.000519782975827328
2291,相似,v,0.0005197555172921169
2300,返回,v,0.0005182371425887114
2301,升值,v,0.0005181573129883294
2306,入选,v,0.0005164663545349905
2310,当成,v,0.0005157227065638173
2314,上课,v,0.0005150136895172151
2315,衡量,v,0.0005149102727664567
2316,编制,v,0.000514860426477142
2317,转换,v,0.0005147635243302773
2322,考上,v,0.0005139404761201807
2325,促使,v,0.0005131192490999226
2333,引入,v,0.0005109124942020924
2340,跟踪,v,0.0005100655373146573
2344,暗示,v,0.000509418221951999
2349,挖掘,v,0.0005079008729828072
2350,享有,v,0.0005078935221757962
2361,上演,v,0.0005059659034568549
2362,发达,v,0.0005057380684693971
